Order_ID,Order_Date,City,Category,Distance_KM,Traffic_Level,Weather,Delivery_Partner,Order_Value,Preparation_Time,Expected_Delivery_Time,Actual_Delivery_Time,Delivery_Status,Delay_Minutes,Day_of_Week,Month
10390,2026-01-25,Delhi,Grocery,24.3,Medium,Rainy,Partner B,4548.53,17,85.6,112.6,Delayed,27.0,Sunday,January
10391,2026-01-26,Delhi,Grocery,27.95,High,Rainy,Partner D,2920.67,25,100.9,142.9,Delayed,42.0,Monday,January
10392,2026-01-27,Bangalore,Electronics,12.75,Medium,Rainy,Partner C,1901.24,8,53.5,71.5,Delayed,18.0,Tuesday,January
10393,2026-01-28,Chennai,Electronics,27.28,Medium,Clear,Partner A,2029.51,11,85.56,102.56,Delayed,17.0,Wednesday,January
10394,2026-01-29,Pune,Electronics,10.32,Medium,Rainy,Partner D,2176.89,18,58.64,90.64,Delayed,32.0,Thursday,January
10395,2026-01-30,Mumbai,Clothing,14.82,Medium,Cloudy,Partner B,3692.38,9,58.64,66.64,Delayed,8.0,Friday,January
10396,2026-01-31,Mumbai,Beauty,7.55,Medium,Cloudy,Partner B,2367.87,28,63.1,80.1,Delayed,16.999999999999993,Saturday,January
10397,2026-02-01,Bangalore,Clothing,19.57,Medium,Clear,Partner D,4312.3,15,74.14,90.14,Delayed,16.0,Sunday,February
10398,2026-02-02,Mumbai,Beauty,29.39,Medium,Cloudy,Partner B,4731.65,21,99.78,109.78,Delayed,10.0,Monday,February
10399,2026-02-03,Delhi,Beauty,18.5,Low,Rainy,Partner D,1812.54,9,66.0,83.0,Delayed,17.0,Tuesday,February
10400,2026-02-04,Pune,Grocery,11.38,High,Rainy,Partner B,2891.33,24,66.76,97.76,Delayed,31.0,Wednesday,February
10401,2026-02-05,Hyderabad,Grocery,19.79,Low,Clear,Partner D,656.27,7,66.58,61.58,On Time,-5.0,Thursday,February
10402,2026-02-06,Mumbai,Beauty,4.56,Medium,Clear,Partner A,1162.25,9,38.12,46.12,Delayed,8.0,Friday,February
10403,2026-02-07,Delhi,Beauty,26.77,Low,Clear,Partner A,2184.64,30,103.53999999999999,111.53999999999999,Delayed,8.0,Saturday,February
10404,2026-02-08,Hyderabad,Clothing,15.59,Medium,Rainy,Partner A,1189.77,19,70.18,99.18,Delayed,29.0,Sunday,February
10405,2026-02-09,Pune,Clothing,14.03,Medium,Cloudy,Partner A,4407.49,23,71.06,86.06,Delayed,15.0,Monday,February
10406,2026-02-10,Hyderabad,Grocery,17.99,Low,Clear,Partner B,959.77,20,75.97999999999999,75.97999999999999,On Time,0.0,Tuesday,February
10407,2026-02-11,Delhi,Electronics,19.12,Low,Clear,Partner C,2387.17,12,70.24000000000001,77.24000000000001,Delayed,7.0,Wednesday,February
10408,2026-02-12,Chennai,Beauty,3.08,Low,Clear,Partner D,3107.36,17,43.16,38.16,On Time,-5.0,Thursday,February
10409,2026-02-13,Chennai,Clothing,20.8,Medium,Clear,Partner C,3520.95,20,81.6,97.6,Delayed,16.0,Friday,February
10410,2026-02-14,Hyderabad,Grocery,8.02,High,Rainy,Partner B,2038.73,7,43.04,70.03999999999999,Delayed,26.999999999999993,Saturday,February
10411,2026-02-15,Bangalore,Clothing,21.7,Low,Cloudy,Partner B,4371.68,5,68.4,68.4,On Time,0.0,Sunday,February
10412,2026-02-16,Hyderabad,Beauty,24.85,Medium,Clear,Partner C,2927.93,13,82.7,100.7,Delayed,18.0,Monday,February
10413,2026-02-17,Mumbai,Beauty,24.31,Medium,Cloudy,Partner C,2309.64,13,81.62,98.62,Delayed,17.0,Tuesday,February
10414,2026-02-18,Mumbai,Home & Kitchen,17.02,Medium,Clear,Partner B,522.76,26,80.03999999999999,99.03999999999999,Delayed,19.0,Wednesday,February
10415,2026-02-19,Chennai,Electronics,16.08,High,Rainy,Partner B,2430.51,30,82.16,116.16,Delayed,34.0,Thursday,February
10416,2026-02-20,Bangalore,Home & Kitchen,5.14,Medium,Clear,Partner D,4139.53,21,51.28,66.28,Delayed,15.0,Friday,February
10417,2026-02-21,Delhi,Grocery,23.49,Medium,Clear,Partner A,3149.8,28,94.97999999999999,109.97999999999999,Delayed,15.0,Saturday,February
10418,2026-02-22,Mumbai,Clothing,8.87,Low,Clear,Partner A,4194.38,6,43.739999999999995,51.739999999999995,Delayed,8.0,Sunday,February
10419,2026-02-23,Chennai,Grocery,15.4,Low,Cloudy,Partner D,2571.26,13,63.8,68.8,Delayed,5.0,Monday,February
10420,2026-02-24,Pune,Beauty,9.24,Low,Cloudy,Partner C,768.62,28,66.48,76.48,Delayed,10.0,Tuesday,February
10421,2026-02-25,Chennai,Home & Kitchen,4.88,Low,Cloudy,Partner B,265.47,23,52.76,52.76,On Time,0.0,Wednesday,February
10422,2026-02-26,Mumbai,Home & Kitchen,19.26,Medium,Clear,Partner C,1655.45,17,75.52000000000001,86.52000000000001,Delayed,11.0,Thursday,February
10423,2026-02-27,Mumbai,Home & Kitchen,2.58,Medium,Clear,Partner A,3550.35,9,34.16,50.16,Delayed,16.0,Friday,February
10424,2026-02-28,Chennai,Grocery,22.71,Medium,Clear,Partner A,3993.25,13,78.42,85.42,Delayed,7.0,Saturday,February
10425,2026-03-01,Delhi,Beauty,10.21,Low,Cloudy,Partner C,1619.61,17,57.42,58.42,Delayed,1.0,Sunday,March
10426,2026-03-02,Hyderabad,Clothing,1.0,Low,Clear,Partner A,2579.14,5,27.0,30.0,Delayed,3.0,Monday,March
10427,2026-03-03,Mumbai,Clothing,15.82,Medium,Cloudy,Partner B,2221.37,29,80.64,103.64,Delayed,23.0,Tuesday,March
10428,2026-03-04,Chennai,Grocery,2.36,High,Rainy,Partner D,2170.51,19,43.72,82.72,Delayed,39.0,Wednesday,March
10429,2026-03-05,Chennai,Home & Kitchen,9.01,Low,Rainy,Partner C,1310.47,8,46.019999999999996,56.019999999999996,Delayed,10.0,Thursday,March
10430,2026-03-06,Bangalore,Electronics,21.5,High,Clear,Partner B,854.58,8,71.0,88.0,Delayed,17.0,Friday,March
10431,2026-03-07,Hyderabad,Grocery,2.82,Medium,Clear,Partner B,1144.11,24,49.64,58.64,Delayed,9.0,Saturday,March
10432,2026-03-08,Pune,Grocery,25.34,Medium,Clear,Partner A,465.6,14,84.68,95.68,Delayed,11.0,Sunday,March
10433,2026-03-09,Delhi,Beauty,1.11,Medium,Cloudy,Partner B,1151.03,29,51.22,63.22,Delayed,12.0,Monday,March
10434,2026-03-10,Pune,Clothing,8.16,Low,Rainy,Partner C,244.16,10,46.32,56.32,Delayed,10.0,Tuesday,March
10435,2026-03-11,Hyderabad,Grocery,22.49,Low,Clear,Partner B,3210.84,28,92.97999999999999,94.97999999999999,Delayed,2.0,Wednesday,March
10436,2026-03-12,Hyderabad,Grocery,10.17,Medium,Clear,Partner D,1718.6,16,56.34,64.34,Delayed,8.0,Thursday,March
10437,2026-03-13,Hyderabad,Home & Kitchen,3.95,Medium,Rainy,Partner B,4871.09,24,51.9,69.9,Delayed,18.000000000000007,Friday,March
10438,2026-03-14,Pune,Home & Kitchen,11.45,High,Rainy,Partner B,1129.84,20,62.9,98.9,Delayed,36.00000000000001,Saturday,March
10439,2026-03-15,Hyderabad,Electronics,8.84,Medium,Clear,Partner D,1859.98,7,44.68,61.68,Delayed,17.0,Sunday,March
10440,2026-03-16,Chennai,Beauty,25.44,Low,Cloudy,Partner B,1917.64,18,88.88,99.88,Delayed,11.0,Monday,March
10441,2026-03-17,Pune,Electronics,10.09,Medium,Clear,Partner B,240.57,5,45.18,65.18,Delayed,20.000000000000007,Tuesday,March
10442,2026-03-18,Hyderabad,Home & Kitchen,23.88,Low,Clear,Partner A,4228.2,14,81.75999999999999,81.75999999999999,On Time,0.0,Wednesday,March
10443,2026-03-19,Chennai,Clothing,26.86,Medium,Rainy,Partner C,353.57,19,92.72,110.72,Delayed,18.0,Thursday,March
10444,2026-03-20,Bangalore,Home & Kitchen,13.58,Medium,Rainy,Partner A,4712.86,11,58.16,77.16,Delayed,19.0,Friday,March
10445,2026-03-21,Hyderabad,Beauty,27.39,High,Cloudy,Partner C,4481.96,8,82.78,100.78,Delayed,18.0,Saturday,March
10446,2026-03-22,Pune,Home & Kitchen,11.94,High,Clear,Partner D,2770.51,18,61.879999999999995,80.88,Delayed,19.0,Sunday,March
10447,2026-03-23,Mumbai,Beauty,28.96,Medium,Rainy,Partner D,2809.26,28,105.92,130.92000000000002,Delayed,25.000000000000014,Monday,March
10448,2026-03-24,Hyderabad,Beauty,3.59,Medium,Clear,Partner D,3338.13,20,47.18,53.18,Delayed,6.0,Tuesday,March
10449,2026-03-25,Mumbai,Beauty,20.92,High,Clear,Partner C,2057.84,18,79.84,105.84,Delayed,26.0,Wednesday,March
10450,2026-03-26,Chennai,Beauty,15.32,Low,Cloudy,Partner C,3306.67,7,57.64,61.64,Delayed,4.0,Thursday,March
10451,2026-03-27,Bangalore,Beauty,12.24,Low,Clear,Partner C,414.89,21,65.48,64.48,On Time,-1.0,Friday,March
10452,2026-03-28,Delhi,Clothing,19.35,Low,Cloudy,Partner D,459.43,25,83.7,82.7,On Time,-1.0,Saturday,March
10453,2026-03-29,Bangalore,Electronics,21.41,Low,Cloudy,Partner C,2394.71,18,80.82,85.82,Delayed,5.0,Sunday,March
10454,2026-03-30,Hyderabad,Grocery,1.13,Medium,Clear,Partner B,2838.19,22,44.26,59.26,Delayed,15.0,Monday,March
10455,2026-03-31,Mumbai,Electronics,5.84,Medium,Clear,Partner A,4461.52,7,38.68,57.68,Delayed,19.0,Tuesday,March
10456,2026-04-01,Mumbai,Beauty,21.68,Medium,Clear,Partner D,702.37,26,89.36,106.36,Delayed,17.0,Wednesday,April
10457,2026-04-02,Pune,Clothing,20.33,Low,Clear,Partner A,4148.71,23,83.66,90.66,Delayed,7.0,Thursday,April
10458,2026-04-03,Mumbai,Home & Kitchen,29.02,Medium,Cloudy,Partner B,1208.23,7,85.03999999999999,108.03999999999999,Delayed,23.0,Friday,April
10459,2026-04-04,Pune,Clothing,23.07,Medium,Rainy,Partner C,2091.6,16,82.14,104.14,Delayed,22.0,Saturday,April
10460,2026-04-05,Chennai,Beauty,28.57,Medium,Clear,Partner A,1719.69,26,103.14,111.14,Delayed,8.0,Sunday,April
10461,2026-04-06,Delhi,Clothing,21.37,Medium,Clear,Partner B,2120.75,9,71.74000000000001,88.74000000000001,Delayed,17.0,Monday,April
10462,2026-04-07,Hyderabad,Clothing,9.64,Medium,Cloudy,Partner B,922.38,14,53.28,64.28,Delayed,11.0,Tuesday,April
10463,2026-04-08,Pune,Beauty,4.06,Low,Rainy,Partner A,2617.14,13,41.12,49.12,Delayed,8.0,Wednesday,April
10464,2026-04-09,Delhi,Clothing,23.67,Low,Clear,Partner D,4047.88,5,72.34,69.34,On Time,-3.0,Thursday,April
10465,2026-04-10,Mumbai,Grocery,19.68,High,Clear,Partner A,2319.36,17,76.36,105.36,Delayed,29.0,Friday,April
10466,2026-04-11,Mumbai,Grocery,2.4,High,Cloudy,Partner D,2554.95,7,31.8,55.8,Delayed,23.999999999999996,Saturday,April
10467,2026-04-12,Delhi,Clothing,11.44,Medium,Clear,Partner C,4274.08,23,65.88,72.88,Delayed,7.0,Sunday,April
10468,2026-04-13,Mumbai,Home & Kitchen,28.75,Low,Clear,Partner D,3589.08,15,92.5,99.5,Delayed,7.0,Monday,April
10469,2026-04-14,Chennai,Beauty,15.51,Medium,Cloudy,Partner C,2554.18,20,71.02,83.02,Delayed,12.0,Tuesday,April
10470,2026-04-15,Chennai,Grocery,13.55,Medium,Cloudy,Partner A,1436.94,10,57.1,74.1,Delayed,16.999999999999993,Wednesday,April
10471,2026-04-16,Delhi,Home & Kitchen,14.27,High,Cloudy,Partner C,4447.65,28,76.53999999999999,99.53999999999999,Delayed,23.0,Thursday,April
10472,2026-04-17,Pune,Clothing,7.06,Low,Cloudy,Partner B,2969.7,7,41.12,44.12,Delayed,3.0,Friday,April
10473,2026-04-18,Pune,Home & Kitchen,11.69,Low,Cloudy,Partner C,1261.51,23,66.38,77.38,Delayed,11.0,Saturday,April
10474,2026-04-19,Delhi,Electronics,11.72,Medium,Clear,Partner D,1491.77,10,53.44,61.44,Delayed,8.0,Sunday,April
10475,2026-04-20,Pune,Grocery,2.52,Medium,Clear,Partner D,4055.04,12,37.04,47.04,Delayed,10.0,Monday,April
10476,2026-04-21,Pune,Clothing,23.26,Low,Clear,Partner D,411.9,26,92.52000000000001,89.52000000000001,On Time,-3.0,Tuesday,April
10477,2026-04-22,Chennai,Beauty,13.08,Low,Clear,Partner C,4962.04,17,63.16,64.16,Delayed,1.0,Wednesday,April
10478,2026-04-23,Pune,Clothing,24.84,Medium,Cloudy,Partner D,825.69,16,85.68,99.68,Delayed,14.0,Thursday,April
10479,2026-04-24,Bangalore,Beauty,25.66,High,Rainy,Partner D,4021.13,14,85.32,115.32,Delayed,30.0,Friday,April
10480,2026-04-25,Hyderabad,Clothing,7.15,High,Rainy,Partner B,2094.92,7,41.3,69.3,Delayed,28.0,Saturday,April
10481,2026-04-26,Mumbai,Home & Kitchen,20.06,Medium,Cloudy,Partner C,2562.64,8,68.12,86.12,Delayed,18.0,Sunday,April
10482,2026-04-27,Bangalore,Home & Kitchen,14.7,Medium,Clear,Partner B,4427.12,5,54.4,65.4,Delayed,11.000000000000007,Monday,April
10483,2026-04-28,Pune,Home & Kitchen,26.52,Low,Clear,Partner D,2181.97,17,90.03999999999999,87.03999999999999,On Time,-3.0,Tuesday,April
10484,2026-04-29,Chennai,Electronics,7.26,Medium,Rainy,Partner D,2779.97,28,62.519999999999996,93.52,Delayed,31.0,Wednesday,April
10485,2026-04-30,Delhi,Beauty,20.66,Medium,Cloudy,Partner D,436.64,8,69.32,77.32,Delayed,8.0,Thursday,April
10486,2026-05-01,Pune,Home & Kitchen,18.62,Medium,Cloudy,Partner C,211.27,26,83.24000000000001,92.24000000000001,Delayed,9.0,Friday,May
10487,2026-05-02,Chennai,Electronics,9.56,Medium,Cloudy,Partner A,1375.04,15,54.120000000000005,71.12,Delayed,17.0,Saturday,May
10488,2026-05-03,Hyderabad,Beauty,4.96,Low,Cloudy,Partner D,3466.8,23,52.92,65.92,Delayed,13.0,Sunday,May
10489,2026-05-04,Pune,Clothing,19.9,Low,Rainy,Partner D,782.07,15,74.8,89.8,Delayed,15.0,Monday,May
10490,2026-05-05,Delhi,Electronics,22.42,Medium,Clear,Partner D,746.06,16,80.84,96.84,Delayed,16.0,Tuesday,May
10491,2026-05-06,Chennai,Grocery,10.15,Low,Cloudy,Partner D,2172.61,15,55.3,67.3,Delayed,12.0,Wednesday,May
10492,2026-05-07,Chennai,Electronics,19.7,Low,Rainy,Partner C,3309.62,10,69.4,83.4,Delayed,14.0,Thursday,May
10493,2026-05-08,Chennai,Electronics,12.46,High,Clear,Partner A,3617.95,16,60.92,89.92,Delayed,29.0,Friday,May
10494,2026-05-09,Hyderabad,Beauty,21.68,Medium,Cloudy,Partner A,1056.56,13,76.36,98.36,Delayed,22.0,Saturday,May
10495,2026-05-10,Pune,Clothing,6.78,Medium,Clear,Partner A,582.02,29,62.56,80.56,Delayed,18.0,Sunday,May
10496,2026-05-11,Hyderabad,Grocery,26.82,High,Rainy,Partner D,4713.91,14,87.64,119.64,Delayed,32.0,Monday,May
10497,2026-05-12,Mumbai,Home & Kitchen,9.33,High,Clear,Partner D,1451.2,7,45.66,73.66,Delayed,28.0,Tuesday,May
10498,2026-05-13,Mumbai,Home & Kitchen,11.67,Medium,Cloudy,Partner A,4296.06,7,50.34,63.34,Delayed,13.0,Wednesday,May
10499,2026-05-14,Pune,Electronics,2.68,High,Clear,Partner A,4344.76,24,49.36,77.36,Delayed,28.0,Thursday,May
10500,2026-05-15,Hyderabad,Beauty,4.23,Medium,Cloudy,Partner D,3908.11,27,55.46,63.46000000000001,Delayed,8.000000000000007,Friday,May
10501,2026-05-16,Delhi,Beauty,15.96,Medium,Clear,Partner D,1010.4,20,71.92,77.92,Delayed,6.0,Saturday,May
10502,2026-05-17,Chennai,Home & Kitchen,8.76,Medium,Clear,Partner B,4144.65,7,44.519999999999996,52.519999999999996,Delayed,8.0,Sunday,May
10503,2026-05-18,Chennai,Grocery,25.23,Medium,Clear,Partner B,3892.4,14,84.46000000000001,91.46000000000001,Delayed,7.0,Monday,May
10504,2026-05-19,Pune,Clothing,1.43,Medium,Rainy,Partner B,3064.27,28,50.86,80.86,Delayed,30.0,Tuesday,May
10505,2026-05-20,Mumbai,Grocery,11.99,Medium,Clear,Partner A,1818.57,15,58.980000000000004,63.980000000000004,Delayed,5.0,Wednesday,May
10506,2026-05-21,Mumbai,Clothing,10.78,Low,Clear,Partner C,1460.04,12,53.56,63.56,Delayed,10.0,Thursday,May
10507,2026-05-22,Chennai,Home & Kitchen,1.56,Medium,Cloudy,Partner D,785.07,10,33.120000000000005,48.120000000000005,Delayed,15.0,Friday,May
10508,2026-05-23,Pune,Clothing,4.61,Low,Cloudy,Partner B,2646.83,24,53.22,57.22,Delayed,4.0,Saturday,May
10509,2026-05-24,Hyderabad,Beauty,13.0,Medium,Rainy,Partner C,3009.25,15,61.0,81.0,Delayed,20.0,Sunday,May
10510,2026-05-25,Mumbai,Electronics,15.29,Medium,Clear,Partner D,1924.83,25,75.58,95.58,Delayed,20.0,Monday,May
10511,2026-05-26,Hyderabad,Electronics,12.72,Medium,Cloudy,Partner C,2481.72,16,61.44,80.44,Delayed,19.0,Tuesday,May
10512,2026-05-27,Mumbai,Home & Kitchen,16.4,High,Clear,Partner A,1944.87,20,72.8,98.8,Delayed,26.0,Wednesday,May
10513,2026-05-28,Mumbai,Beauty,18.26,High,Clear,Partner A,3276.83,22,78.52000000000001,101.52000000000001,Delayed,23.0,Thursday,May
10514,2026-05-29,Bangalore,Grocery,1.29,Medium,Cloudy,Partner A,4526.04,17,39.58,57.58,Delayed,18.0,Friday,May
10515,2026-05-30,Mumbai,Beauty,14.46,Medium,Cloudy,Partner B,986.82,26,74.92,95.92,Delayed,21.0,Saturday,May
10516,2026-05-31,Delhi,Electronics,28.94,Medium,Cloudy,Partner D,2030.76,7,84.88,95.88,Delayed,11.0,Sunday,May
10517,2026-06-01,Pune,Electronics,16.05,Low,Clear,Partner A,876.17,19,71.1,66.1,On Time,-5.0,Monday,June
10518,2026-06-02,Pune,Beauty,20.65,Low,Clear,Partner B,3199.73,26,87.3,96.3,Delayed,9.0,Tuesday,June
10519,2026-06-03,Hyderabad,Beauty,10.04,Low,Clear,Partner B,3698.58,25,65.08,69.08,Delayed,4.0,Wednesday,June
10520,2026-06-04,Mumbai,Electronics,23.45,Medium,Rainy,Partner B,4673.18,18,84.9,115.9,Delayed,31.0,Thursday,June
10521,2026-06-05,Delhi,Grocery,23.41,Medium,Clear,Partner B,1538.59,22,88.82,93.82,Delayed,5.0,Friday,June
10522,2026-06-06,Hyderabad,Home & Kitchen,16.12,High,Clear,Partner A,4761.01,18,70.24000000000001,85.24000000000001,Delayed,15.0,Saturday,June
10523,2026-06-07,Bangalore,Home & Kitchen,29.3,Low,Clear,Partner B,503.66,9,87.6,82.6,On Time,-5.0,Sunday,June
10524,2026-06-08,Hyderabad,Beauty,4.64,Low,Cloudy,Partner A,3094.47,25,54.28,55.28,Delayed,1.0,Monday,June
10525,2026-06-09,Hyderabad,Home & Kitchen,1.49,High,Clear,Partner A,474.24,18,40.980000000000004,55.980000000000004,Delayed,15.0,Tuesday,June
10526,2026-06-10,Mumbai,Electronics,23.33,Low,Rainy,Partner B,4490.12,29,95.66,103.66,Delayed,8.0,Wednesday,June
10527,2026-06-11,Bangalore,Electronics,24.41,Medium,Clear,Partner A,2743.08,12,80.82,88.82,Delayed,8.0,Thursday,June
10528,2026-06-12,Hyderabad,Beauty,4.49,Medium,Rainy,Partner D,3412.87,27,55.980000000000004,78.98,Delayed,23.0,Friday,June
10529,2026-06-13,Delhi,Beauty,8.7,Medium,Clear,Partner D,4191.55,19,56.4,62.400000000000006,Delayed,6.000000000000007,Saturday,June
10530,2026-06-14,Delhi,Beauty,1.51,Low,Cloudy,Partner C,921.49,19,42.019999999999996,47.019999999999996,Delayed,5.0,Sunday,June
10531,2026-06-15,Pune,Grocery,9.51,Low,Rainy,Partner D,385.24,23,62.019999999999996,81.02,Delayed,19.0,Monday,June
10532,2026-06-16,Bangalore,Home & Kitchen,23.42,Low,Clear,Partner A,4418.63,30,96.84,97.84,Delayed,1.0,Tuesday,June
10533,2026-06-17,Bangalore,Beauty,16.02,Medium,Rainy,Partner A,1711.68,24,76.03999999999999,101.03999999999999,Delayed,25.0,Wednesday,June
10534,2026-06-18,Pune,Clothing,11.09,Medium,Clear,Partner D,819.1,10,52.18,70.18,Delayed,18.000000000000007,Thursday,June
10535,2026-06-19,Hyderabad,Clothing,11.78,Low,Rainy,Partner B,2448.61,23,66.56,78.56,Delayed,12.0,Friday,June
10536,2026-06-20,Bangalore,Electronics,1.04,Medium,Cloudy,Partner B,3071.87,29,51.08,62.08,Delayed,11.0,Saturday,June
10537,2026-06-21,Delhi,Home & Kitchen,9.69,High,Clear,Partner A,348.66,12,51.379999999999995,71.38,Delayed,20.0,Sunday,June
10538,2026-06-22,Delhi,Beauty,19.75,Low,Clear,Partner B,1519.5,10,69.5,78.5,Delayed,9.0,Monday,June
10539,2026-06-23,Mumbai,Clothing,29.25,Medium,Clear,Partner C,357.44,24,102.5,110.5,Delayed,8.0,Tuesday,June
10540,2026-06-24,Bangalore,Home & Kitchen,25.56,Medium,Clear,Partner C,2217.61,27,98.12,109.12,Delayed,11.0,Wednesday,June
10541,2026-06-25,Hyderabad,Electronics,1.68,Low,Clear,Partner D,4496.48,19,42.36,45.36,Delayed,3.0,Thursday,June
10542,2026-06-26,Pune,Grocery,27.06,Medium,Clear,Partner D,4916.73,7,81.12,88.12,Delayed,7.0,Friday,June
10543,2026-06-27,Pune,Home & Kitchen,23.71,Medium,Clear,Partner B,3257.83,14,81.42,88.42,Delayed,7.0,Saturday,June
10544,2026-06-28,Hyderabad,Home & Kitchen,23.63,High,Cloudy,Partner A,975.86,19,86.25999999999999,105.25999999999999,Delayed,19.0,Sunday,June
10545,2026-06-29,Chennai,Grocery,14.28,High,Clear,Partner D,4548.08,28,76.56,91.56,Delayed,15.0,Monday,June
10546,2026-06-30,Mumbai,Home & Kitchen,12.54,Medium,Clear,Partner C,2677.99,20,65.08,83.08,Delayed,18.0,Tuesday,June
10547,2026-07-01,Pune,Electronics,9.78,Medium,Cloudy,Partner D,938.0,21,60.56,68.56,Delayed,8.0,Wednesday,July
10548,2026-07-02,Bangalore,Electronics,2.91,Medium,Clear,Partner D,4624.29,23,48.82,65.82,Delayed,16.999999999999993,Thursday,July
10549,2026-07-03,Mumbai,Grocery,7.62,Medium,Clear,Partner C,3835.85,15,50.24,57.24,Delayed,7.0,Friday,July
10550,2026-07-04,Bangalore,Beauty,8.15,Medium,Clear,Partner A,3712.19,20,56.3,74.3,Delayed,18.0,Saturday,July
10551,2026-07-05,Delhi,Clothing,15.04,Low,Rainy,Partner D,3604.07,9,59.08,72.08,Delayed,13.0,Sunday,July
10552,2026-07-06,Mumbai,Beauty,22.68,Medium,Rainy,Partner D,1161.63,9,74.36,105.36,Delayed,31.0,Monday,July
10553,2026-07-07,Pune,Home & Kitchen,14.74,Medium,Clear,Partner D,1212.83,30,79.48,94.48,Delayed,15.0,Tuesday,July
10554,2026-07-08,Mumbai,Clothing,2.68,Medium,Cloudy,Partner B,3503.81,18,43.36,59.36,Delayed,16.0,Wednesday,July
10555,2026-07-09,Mumbai,Grocery,28.78,High,Cloudy,Partner D,1254.67,22,99.56,130.56,Delayed,31.0,Thursday,July
10556,2026-07-10,Mumbai,Grocery,28.34,Low,Cloudy,Partner C,2305.62,30,106.68,105.68,On Time,-1.0,Friday,July
10557,2026-07-11,Chennai,Clothing,23.77,Medium,Cloudy,Partner A,3953.61,12,79.53999999999999,93.53999999999999,Delayed,14.0,Saturday,July
10558,2026-07-12,Mumbai,Electronics,29.75,Low,Cloudy,Partner A,3962.97,9,88.5,86.5,On Time,-2.0,Sunday,July
10559,2026-07-13,Bangalore,Clothing,16.79,High,Clear,Partner C,2375.66,11,64.58,80.58,Delayed,16.0,Monday,July
10560,2026-07-14,Delhi,Home & Kitchen,28.92,Medium,Clear,Partner B,4002.51,20,97.84,117.84,Delayed,20.0,Tuesday,July
10561,2026-07-15,Hyderabad,Electronics,3.19,Medium,Clear,Partner C,4225.38,27,53.379999999999995,63.379999999999995,Delayed,10.0,Wednesday,July
10562,2026-07-16,Mumbai,Grocery,11.6,Medium,Rainy,Partner A,3342.92,18,61.2,88.2,Delayed,27.0,Thursday,July
10563,2026-07-17,Pune,Clothing,7.54,Medium,Cloudy,Partner C,1296.44,9,44.08,67.08,Delayed,23.0,Friday,July
10564,2026-07-18,Mumbai,Beauty,6.68,High,Rainy,Partner B,1515.26,28,61.36,92.36,Delayed,31.0,Saturday,July
10565,2026-07-19,Pune,Beauty,5.08,Medium,Rainy,Partner A,1711.24,13,43.16,67.16,Delayed,24.0,Sunday,July
10566,2026-07-20,Bangalore,Home & Kitchen,19.05,Medium,Clear,Partner B,760.66,8,66.1,82.1,Delayed,16.0,Monday,July
10567,2026-07-21,Pune,Beauty,23.66,High,Cloudy,Partner C,1511.17,8,75.32,103.32,Delayed,28.0,Tuesday,July
10568,2026-07-22,Hyderabad,Clothing,17.77,Low,Cloudy,Partner D,1205.69,20,75.53999999999999,74.53999999999999,On Time,-1.0,Wednesday,July
10569,2026-07-23,Delhi,Clothing,5.26,Low,Rainy,Partner C,2385.58,28,58.519999999999996,65.52,Delayed,7.0,Thursday,July
10570,2026-07-24,Pune,Beauty,24.52,Medium,Rainy,Partner B,4560.5,21,90.03999999999999,122.03999999999999,Delayed,32.0,Friday,July
10571,2026-07-25,Pune,Clothing,19.44,High,Cloudy,Partner C,701.51,19,77.88,101.88,Delayed,24.0,Saturday,July
10572,2026-07-26,Delhi,Home & Kitchen,12.26,Medium,Clear,Partner D,3657.29,8,52.519999999999996,62.519999999999996,Delayed,10.0,Sunday,July
10573,2026-07-27,Hyderabad,Electronics,20.55,Low,Cloudy,Partner B,3498.96,10,71.1,76.1,Delayed,5.0,Monday,July
10574,2026-07-28,Mumbai,Home & Kitchen,8.54,Medium,Clear,Partner C,659.62,20,57.08,72.08,Delayed,15.0,Tuesday,July
10575,2026-07-29,Pune,Home & Kitchen,11.01,Medium,Cloudy,Partner B,4628.35,8,50.019999999999996,72.02,Delayed,22.0,Wednesday,July
10576,2026-07-30,Delhi,Clothing,27.61,Low,Rainy,Partner B,2928.67,10,85.22,106.22,Delayed,21.0,Thursday,July
10577,2026-07-31,Bangalore,Electronics,9.42,Medium,Clear,Partner A,1945.88,9,47.84,64.84,Delayed,17.0,Friday,July
10578,2026-08-01,Delhi,Clothing,14.63,High,Cloudy,Partner A,3831.39,20,69.26,100.26,Delayed,31.0,Saturday,August
10579,2026-08-02,Bangalore,Grocery,26.81,Medium,Clear,Partner B,1435.35,29,102.62,114.62,Delayed,12.0,Sunday,August
10580,2026-08-03,Hyderabad,Clothing,21.52,Medium,Clear,Partner C,3528.85,20,83.03999999999999,89.03999999999999,Delayed,6.0,Monday,August
10581,2026-08-04,Mumbai,Clothing,2.8,Medium,Clear,Partner C,390.61,14,39.6,57.6,Delayed,18.0,Tuesday,August
10582,2026-08-05,Delhi,Clothing,5.27,Low,Cloudy,Partner C,4229.16,13,43.54,48.54,Delayed,5.0,Wednesday,August
10583,2026-08-06,Chennai,Electronics,1.23,High,Rainy,Partner D,2351.22,8,30.46,62.46,Delayed,32.0,Thursday,August
10584,2026-08-07,Pune,Clothing,19.3,Medium,Rainy,Partner B,3256.13,18,76.6,101.6,Delayed,25.0,Friday,August
